"samplename"	"platform"	"label"	"obervations"	"batch"	"bigfamily"	"family"	"celltype"	"coarsegrain"	"finegrain"	"treatment"
"SRR6298339"	"SRR6298339"	"Illumina HiSeq 2000"	"Natural killer cells"	"healthy"	"SRP125125"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR6298373"	"SRR6298373"	"Illumina HiSeq 2000"	"Natural killer cells"	"healthy"	"SRP125125"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR6298282"	"SRR6298282"	"Illumina HiSeq 2000"	"Plasmacytoid dendritic cells"	"healthy"	"SRP125125"	"Immune"	"Myeloid"	"plasmacytoid.DC"	"noise"	"other"	"no"
"SRR6298311"	"SRR6298311"	"Illumina HiSeq 2000"	"Plasmacytoid dendritic cells"	"healthy"	"SRP125125"	"Immune"	"Myeloid"	"plasmacytoid.DC"	"noise"	"other"	"no"
"SRR6298340"	"SRR6298340"	"Illumina HiSeq 2000"	"Plasmacytoid dendritic cells"	"healthy"	"SRP125125"	"Immune"	"Myeloid"	"plasmacytoid.DC"	"noise"	"other"	"no"
"SRR6298374"	"SRR6298374"	"Illumina HiSeq 2000"	"Plasmacytoid dendritic cells"	"healthy"	"SRP125125"	"Immune"	"Myeloid"	"plasmacytoid.DC"	"noise"	"other"	"no"
"SRR6298262"	"SRR6298262"	"Illumina HiSeq 2000"	"MAIT cells"	"healthy"	"SRP125125"	"Immune"	"T"	"MAIT.T.cell"	"other"	"other"	"no"
"SRR6298263"	"SRR6298263"	"Illumina HiSeq 2000"	"Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298264"	"SRR6298264"	"Illumina HiSeq 2000"	"Non-Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298290"	"SRR6298290"	"Illumina HiSeq 2000"	"MAIT cells"	"healthy"	"SRP125125"	"Immune"	"T"	"MAIT.T.cell"	"other"	"other"	"no"
"SRR6298291"	"SRR6298291"	"Illumina HiSeq 2000"	"Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298292"	"SRR6298292"	"Illumina HiSeq 2000"	"Non-Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298319"	"SRR6298319"	"Illumina HiSeq 2000"	"MAIT cells"	"healthy"	"SRP125125"	"Immune"	"T"	"MAIT.T.cell"	"other"	"other"	"no"
"SRR6298320"	"SRR6298320"	"Illumina HiSeq 2000"	"Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298321"	"SRR6298321"	"Illumina HiSeq 2000"	"Non-Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298354"	"SRR6298354"	"Illumina HiSeq 2000"	"MAIT cells"	"healthy"	"SRP125125"	"Immune"	"T"	"MAIT.T.cell"	"other"	"other"	"no"
"SRR6298355"	"SRR6298355"	"Illumina HiSeq 2000"	"Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6298356"	"SRR6298356"	"Illumina HiSeq 2000"	"Non-Vd2 gd T cells"	"healthy"	"SRP125125"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR6497277"	"SRR6497277"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497278"	"SRR6497278"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497279"	"SRR6497279"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497280"	"SRR6497280"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497281"	"SRR6497281"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497282"	"SRR6497282"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497283"	"SRR6497283"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497284"	"SRR6497284"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497285"	"SRR6497285"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497286"	"SRR6497286"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497287"	"SRR6497287"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497288"	"SRR6497288"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497289"	"SRR6497289"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497290"	"SRR6497290"	"NextSeq 500"	"Monocytes"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6497291"	"SRR6497291"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6497292"	"SRR6497292"	"NextSeq 500"	"Macrophages"	"no_treament"	"SRP131052"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR6870908"	"SRR6870908"	"Illumina HiSeq 2000"	"Peripheral blood total B cells"	"Methylprednisolone2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR6870911"	"SRR6870911"	"Illumina HiSeq 2000"	"Peripheral blood total B cells"	"Vehicle2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR6870915"	"SRR6870915"	"Illumina HiSeq 2000"	"Peripheral blood total B cells"	"Methylprednisolone6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR6870916"	"SRR6870916"	"Illumina HiSeq 2000"	"Peripheral blood total B cells"	"Vehicle6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963683"	"SRR7963683"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963684"	"SRR7963684"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963685"	"SRR7963685"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963686"	"SRR7963686"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963687"	"SRR7963687"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963688"	"SRR7963688"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle2"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963689"	"SRR7963689"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963690"	"SRR7963690"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963691"	"SRR7963691"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Methylprednisolone6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7963692"	"SRR7963692"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963693"	"SRR7963693"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7963694"	"SRR7963694"	"Illumina HiSeq 3000"	"Peripheral blood total B cells"	"Vehicle6"	"SRP136108"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR6870898"	"SRR6870898"	"Illumina HiSeq 2000"	"WCD4T"	"Vehicle2"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR6870902"	"SRR6870902"	"Illumina HiSeq 2000"	"WCD4T"	"Vehicle6"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963674"	"SRR7963674"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle2"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963675"	"SRR7963675"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle2"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963676"	"SRR7963676"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle2"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963680"	"SRR7963680"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle6"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963681"	"SRR7963681"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle6"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7963682"	"SRR7963682"	"Illumina HiSeq 3000"	"WCD4T"	"Vehicle6"	"SRP136108"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR6870923"	"SRR6870923"	"Illumina HiSeq 2000"	"endothelial"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR6870927"	"SRR6870927"	"Illumina HiSeq 2000"	"endothelial"	"Vehicle2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR6870930"	"SRR6870930"	"Illumina HiSeq 2000"	"endothelial"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR6870932"	"SRR6870932"	"Illumina HiSeq 2000"	"endothelial"	"Vehicle6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963695"	"SRR7963695"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963696"	"SRR7963696"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963697"	"SRR7963697"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963698"	"SRR7963698"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963699"	"SRR7963699"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963700"	"SRR7963700"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle2"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963701"	"SRR7963701"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963702"	"SRR7963702"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963703"	"SRR7963703"	"Illumina HiSeq 3000"	"endothelial"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"yes"
"SRR7963704"	"SRR7963704"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963705"	"SRR7963705"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR7963706"	"SRR7963706"	"Illumina HiSeq 3000"	"endothelial"	"Vehicle6"	"SRP136108"	"Stromal"	"Endothelial"	"endothelial.cells"	"endothelial.cells"	"endothelial.cells"	"no"
"SRR6870953"	"SRR6870953"	"Illumina HiSeq 2000"	"fibroblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR6870955"	"SRR6870955"	"Illumina HiSeq 2000"	"fibroblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR6870960"	"SRR6870960"	"Illumina HiSeq 2000"	"fibroblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR6870961"	"SRR6870961"	"Illumina HiSeq 2000"	"fibroblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963719"	"SRR7963719"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963720"	"SRR7963720"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963721"	"SRR7963721"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963722"	"SRR7963722"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963723"	"SRR7963723"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963724"	"SRR7963724"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963725"	"SRR7963725"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963726"	"SRR7963726"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963727"	"SRR7963727"	"Illumina HiSeq 3000"	"fibroblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"yes"
"SRR7963728"	"SRR7963728"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963729"	"SRR7963729"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7963730"	"SRR7963730"	"Illumina HiSeq 3000"	"fibroblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR6870864"	"SRR6870864"	"Illumina HiSeq 2000"	"monocytes"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR6870867"	"SRR6870867"	"Illumina HiSeq 2000"	"monocytes"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6870871"	"SRR6870871"	"Illumina HiSeq 2000"	"monocytes"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR6870873"	"SRR6870873"	"Illumina HiSeq 2000"	"monocytes"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963647"	"SRR7963647"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963648"	"SRR7963648"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963649"	"SRR7963649"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963650"	"SRR7963650"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963651"	"SRR7963651"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963652"	"SRR7963652"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963653"	"SRR7963653"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963654"	"SRR7963654"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963655"	"SRR7963655"	"Illumina HiSeq 3000"	"monocytes"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7963656"	"SRR7963656"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963657"	"SRR7963657"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR7963658"	"SRR7963658"	"Illumina HiSeq 3000"	"monocytes"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR6870880"	"SRR6870880"	"Illumina HiSeq 2000"	"neutrophiles"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR6870883"	"SRR6870883"	"Illumina HiSeq 2000"	"neutrophiles"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR6870885"	"SRR6870885"	"Illumina HiSeq 2000"	"neutrophiles"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR6870889"	"SRR6870889"	"Illumina HiSeq 2000"	"neutrophiles"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963659"	"SRR7963659"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963660"	"SRR7963660"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963661"	"SRR7963661"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963662"	"SRR7963662"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963663"	"SRR7963663"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963664"	"SRR7963664"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle2"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963665"	"SRR7963665"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963666"	"SRR7963666"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963667"	"SRR7963667"	"Illumina HiSeq 3000"	"neutrophiles"	"Methylprednisolone6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"yes"
"SRR7963668"	"SRR7963668"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963669"	"SRR7963669"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR7963670"	"SRR7963670"	"Illumina HiSeq 3000"	"neutrophiles"	"Vehicle6"	"SRP136108"	"Immune"	"Myeloid"	"neutrophils"	"neutrophils"	"neutrophils"	"no"
"SRR6870939"	"SRR6870939"	"Illumina HiSeq 2000"	"osteoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR6870941"	"SRR6870941"	"Illumina HiSeq 2000"	"osteoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR6870944"	"SRR6870944"	"Illumina HiSeq 2000"	"osteoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR6870946"	"SRR6870946"	"Illumina HiSeq 2000"	"osteoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR6870968"	"SRR6870968"	"Illumina HiSeq 2000"	"myoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR6870970"	"SRR6870970"	"Illumina HiSeq 2000"	"myoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR6870973"	"SRR6870973"	"Illumina HiSeq 2000"	"myoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR6870976"	"SRR6870976"	"Illumina HiSeq 2000"	"myoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR6870983"	"SRR6870983"	"Illumina HiSeq 2000"	"adipocytes"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR6870986"	"SRR6870986"	"Illumina HiSeq 2000"	"adipocytes"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR6870990"	"SRR6870990"	"Illumina HiSeq 2000"	"adipocytes"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR6870991"	"SRR6870991"	"Illumina HiSeq 2000"	"adipocytes"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963707"	"SRR7963707"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR7963708"	"SRR7963708"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR7963709"	"SRR7963709"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
